Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Gender,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR3,VAR5,VAR6,VAR7,Attrition_rate
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,45.0,3,18.0,2,48,2,3,5.0,1.0,3,-0.4537,4,8,3,0.0191
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41.0,5,8.0,1,64,1,5,8.0,2.0,3,0.7075,2,8,3,0.2732
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22.0,4,3.0,2,73,1,1,8.0,1.0,3,0.7075,3,7,3,0.0025
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,57.0,3,34.0,4,72,0,3,10.0,3.0,3,0.7075,4,6,3,0.1005
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,54.0,4,19.0,2,31,1,4,10.0,5.0,3,0.7075,3,7,3,0.0146
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,1,6.0,2,58,1,1,2.0,3.0,3,-1.615,1,7,4,0.0848
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,47.0,1,22.0,2,34,0,1,7.0,3.0,3,-0.4537,4,7,3,0.1649
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,58.0,3,19.0,4,70,0,3,8.0,1.0,3,-1.615,4,8,1,0.1058
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,21.0,3,2.0,2,20,0,3,5.0,1.0,3,0.7075,2,6,4,0.0632
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,39.675506523814576,1,9.0,3,73,2,3,6.0,2.0,3,-0.4537,4,7,3,0.0527
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0,4,6.0,4,52,0,3,6.0,2.0,3,-0.4537,3,7,3,0.1809
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,37.0,3,9.0,3,51,1,4,8.0,2.0,4,-0.4537,3,8,3,0.1142
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,26.0,1,3.0,2,57,1,3,9.0,4.0,2,-0.4537,3,7,3,0.1581
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,60.0,3,23.0,3,63,1,1,6.0,2.0,3,-0.4537,4,5,3,0.0444
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,59.0,3,25.0,4,20,1,1,7.0,3.0,3,-0.4537,4,6,2,0.1631
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65.0,4,41.0,2,47,0,3,6.0,4.0,3,0.7075,3,8,3,0.1511
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50.0,4,22.0,2,25,1,4,5.0,2.0,4,1.8688,2,6,5,0.1792
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,26.0,3,4.0,3,30,1,3,4.0,2.0,3,-0.4537,3,6,3,0.0085
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,40.0,4,13.0,4,29,1,5,10.0,1.0,3,-0.4537,3,7,3,0.0976
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,34.0,4,10.0,1,57,1,2,9.0,2.0,5,-0.4537,4,5,4,0.2473
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,32.0,4,7.0,4,59,2,1,5.0,3.0,3,1.8688,2,6,5,0.677
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,52.0,2,13.0,1,71,2,3,8.0,4.0,3,0.7075,2,7,3,0.3793
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,21.0,4,2.0,2,71,0,3,3.0,2.0,1,-0.4537,2,8,1,0.044
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,31.0,3,6.0,3,38,0,5,8.0,4.0,2,-0.4537,2,8,3,0.1925
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.0,3,5.0,4,46,0,3,8.0,3.0,3,0.7075,3,7,3,0.1893
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21.0,1,2.0,1,42,1,4,3.0,1.0,2,0.7075,3,7,3,0.4382
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,28.0,4,6.0,2,72,1,4,10.0,1.0,4,0.7075,2,8,3,0.7534
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,45.0,1,19.0,2,47,1,3,9.0,3.0,3,1.8688,3,8,3,0.0091
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42.0,3,16.0,3,32,0,5,9.0,3.0,4,-0.4537,4,7,4,0.1954
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45.0,4,19.0,1,42,0,3,8.0,4.0,4,0.7075,4,8,3,0.1485
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,59.0,2,35.0,2,22,1,4,6.0,4.0,3,0.7075,3,5,3,0.0016
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,25.0,3,6.0,2,40,0,3,8.0,3.0,2,-0.4537,3,8,2,0.1918
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,47.0,4,25.0,2,33,1,5,9.0,4.0,3,-0.4537,4,7,1,0.9138
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,53.0,3,28.0,1,37,1,4,8.0,1.0,3,0.7075,5,5,3,0.1283
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,65.0,3,13.390656874745002,1,35,1,3,1.0,2.0,4,-0.4537,2,7,4,0.1469
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,38.0,2,14.0,2,67,2,1,5.0,1.0,3,-0.4537,3,5,3,0.0894
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,49.0,2,25.0,2,54,0,5,8.0,3.0,4,-0.4537,2,9,3,0.4897
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28.0,3,5.0,4,57,0,3,6.0,3.0,1,-0.4537,2,9,3,0.0186
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,27.0,3,5.0,2,40,1,5,4.0,2.0,3,0.7075,3,9,3,0.157
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0,4,6.0,4,23,0,4,4.0,1.0,3,0.7075,3,7,5,0.0848
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,20.0,1,1.0,1,31,1,3,9.0,1.0,3,0.7075,2,8,3,0.119
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,23.0,1,4.0,3,72,1,3,3.0,1.0,3,0.7075,2,8,4,0.3444
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,36.0,4,9.0,1,37,1,3,5.0,1.0,3,-0.4537,2,8,3,0.1408
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,21.0,5,2.0,1,66,1,2,4.0,3.0,2,-0.4537,5,6,2,0.1828
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,39.675506523814576,3,15.0,4,21,0,3,4.0,4.0,1,0.7075,1,7,3,0.2605
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37.0,3,11.0,4,45,2,3,3.0,4.0,2,-0.4537,3,6,3,0.1072
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34.0,5,10.0,4,28,0,4,9.0,3.0,4,-0.4537,2,8,2,0.2698
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,31.0,4,8.0,1,53,1,5,4.0,3.0,3,1.8688,3,8,3,0.2194
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,60.0,5,34.0,1,62,0,1,5.0,1.0,3,0.7075,4,5,2,0.6559
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,32.0,3,3.0,3,70,1,2,4.0,2.0,3,0.7075,1,7,3,0.0864
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50.0,3,24.0,3,50,0,3,5.0,3.0,4,-1.615,3,8,3,0.0396
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,22.0,3,3.0,3,32,1,2,4.0,2.0,1,0.7075,2,7,3,0.7140000000000001
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,23.0,3,4.0,4,27,1,1,5.0,3.0,5,0.7075,2,8,3,0.0345
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,55.0,3,26.0,1,51,1,3,6.0,2.0,3,-0.4537,2,8,3,0.2968
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,64.0,3,40.0,3,30,1,3,6.0,3.0,3,-0.4537,3,8,3,0.111
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50.0,3,22.0,3,61,0,2,6.0,2.0,4,1.8688,4,7,3,0.0897
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,36.0,4,11.0,3,22,2,1,9.0,2.0,3,-0.4537,2,6,3,0.1523
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,26.0,4,3.0,3,25,0,2,8.0,3.0,4,-1.615,2,7,3,0.0873
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,47.0,3,8.0,4,62,1,2,5.0,2.0,3,-0.4537,3,7,1,0.0954
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,31.0,3,4.0,2,31,1,3,5.0,3.0,3,0.7075,2,7,4,0.0782
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.0,4,8.0,2,58,1,3,8.0,2.0,3,-0.4537,4,7,3,0.0825
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57.0,3,33.0,3,32,2,1,3.0,2.0,3,-0.4537,1,6,5,0.1272
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,60.0,3,24.0,2,63,1,5,5.0,2.0,3,-2.7762,2,9,1,0.0728
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,24.0,5,5.0,3,49,1,3,7.0,3.0,3,0.7075,1,5,3,0.2461
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.0,3,9.0,4,34,0,2,7.0,4.0,3,-0.4537,4,8,3,0.1428
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,58.0,3,29.0,1,48,1,1,7.0,3.0,3,0.7075,4,8,4,0.4403
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,37.0,2,8.0,3,63,1,3,10.0,3.0,3,0.7075,3,6,3,0.1443
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24.0,3,5.0,4,70,1,4,6.0,1.0,3,-1.615,4,8,3,0.2596
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.0,3,5.0,2,50,1,3,7.0,1.0,3,-0.4537,3,5,3,0.0089
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,39.675506523814576,3,2.0,1,44,2,3,8.0,1.0,3,1.8688,3,8,5,0.1319
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,39.0,3,13.390656874745002,4,52,1,1,4.0,1.0,5,-0.4537,3,6,3,0.1105
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,34.0,3,7.0,1,58,0,3,6.0,2.0,3,-0.4537,4,5,3,0.0411
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22.0,3,3.0,3,45,1,1,6.0,3.0,3,1.8688,3,6,5,0.0303
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0,5,6.0,3,58,1,2,7.0,1.0,3,-0.4537,3,8,3,0.116
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,28.0,3,6.0,1,35,1,3,4.0,4.0,3,-0.4537,2,7,3,0.0139
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.0,3,19.0,3,74,1,1,6.0,3.0,3,-0.4537,3,5,4,0.1492
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20.0,3,1.0,1,27,1,3,7.0,4.0,3,-0.4537,2,6,3,0.1848
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,65.0,4,32.0,4,60,1,3,10.0,3.0,3,0.7075,3,8,3,0.1989
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,39.675506523814576,5,16.0,3,69,0,5,3.0,3.0,4,-0.4537,2,8,5,0.2755
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33.0,4,4.0,2,48,0,2,4.0,2.0,3,0.7075,4,6,5,0.1721
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,35.0,4,12.0,1,21,0,1,10.0,4.0,3,1.8688,2,9,3,0.1849
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,56.0,5,26.0,2,59,1,2,7.0,3.0,3,-0.4537,3,8,3,0.6964
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,25.0,3,6.0,3,41,0,2,7.0,1.0,1,-0.4537,2,8,3,0.2415
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,47.0,4,12.0,4,45,1,4,9.0,1.0,3,-0.4537,3,7,2,0.0988
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,53.0,4,24.0,4,56,2,2,5.0,3.0,3,-0.4537,4,7,3,0.0435
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,61.0,1,29.0,2,40,2,1,4.0,2.0,4,-2.7762,3,7,4,0.1806
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,22.0,3,3.0,3,58,2,1,8.0,1.0,4,0.7075,2,8,1,0.0236
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23.0,4,4.0,3,28,0,3,5.0,3.0,4,1.8688,2,9,5,0.1411
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,39.675506523814576,5,27.0,1,57,0,5,7.0,2.0,3,0.7075,2,7,5,0.038
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,23.0,2,4.0,1,29,0,3,8.0,3.0,1,-0.4537,1,8,2,0.0915
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,39.675506523814576,2,2.0,2,22,1,3,7.0,3.0,3,0.7075,3,8,4,0.2223
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,58.0,3,30.0,2,69,1,4,5.0,3.0,3,-1.615,2,7,3,0.7799
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,20.0,4,1.0,1,59,1,1,8.0,3.0,4,-0.4537,3,8,3,0.0013
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39.675506523814576,2,3.0,1,68,1,3,3.0,3.0,3,0.7075,2,7,3,0.032
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60.0,1,25.0,1,33,2,3,5.0,1.0,5,-0.4537,2,5,5,0.0149
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44.0,3,21.0,1,49,1,1,9.0,4.0,3,0.7075,2,6,4,0.0795
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,47.0,4,17.0,1,48,0,1,9.0,3.0,3,0.7075,3,8,5,0.1954
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26.0,3,2.0,2,73,1,3,4.0,3.0,3,0.7075,2,8,3,0.177
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34.0,3,13.390656874745002,4,28,2,2,8.0,1.0,4,-0.4537,4,6,5,0.1255
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,43.0,4,17.0,2,50,1,2,5.0,1.0,2,0.7075,3,7,3,0.2903
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,61.0,3,33.0,4,45,1,2,8.0,3.0,3,-2.7762,3,6,3,0.0324
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,36.0,4,13.390656874745002,1,71,1,1,2.0,1.0,3,0.7075,3,9,3,0.0278
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.0,3,11.0,2,55,0,3,6.0,4.0,2,-0.4537,2,9,3,0.1301
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,27.0,5,5.0,1,39,1,3,1.0,3.0,3,-0.4537,3,8,4,0.1474
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,22.0,3,3.0,3,33,1,3,8.0,2.0,4,-0.4537,3,8,3,0.0394
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,36.0,4,7.0,2,56,0,2,3.0,3.0,3,0.7075,2,8,5,0.1153
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.0,3,9.0,4,71,0,4,6.0,2.0,3,0.7075,2,6,3,0.249
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,23.0,4,4.0,1,40,0,2,8.0,3.0,3,-0.4537,3,5,4,0.0458
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,19.0,4,0.0,0,65,1,2,4.0,4.0,3,0.7075,4,8,3,0.1658
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,4,15.0,1,66,0,1,6.0,3.0,2,-0.4537,2,8,4,0.2483
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,23.0,4,4.0,3,48,1,3,4.0,4.0,3,-1.615,1,6,3,0.0734
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,39.675506523814576,5,32.0,4,68,1,5,8.0,4.0,4,-0.4537,3,8,3,0.6363
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58.0,2,33.0,3,25,1,3,9.0,1.0,3,-0.4537,3,8,5,0.1383
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,45.0,3,13.390656874745002,4,64,0,3,6.0,2.0,4,-1.615,2,8,4,0.1115
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,3,3.0,3,55,2,3,6.0,3.0,3,-0.4537,3,7,3,0.1176
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,39.675506523814576,3,1.0,1,68,1,5,7.0,1.0,3,1.8688,5,5,3,0.16899999999999998
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.0,3,22.0,4,20,1,2,8.0,1.0,2,0.7075,2,8,3,0.3247
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,24.0,3,5.0,2,67,1,1,10.0,4.0,4,-2.7762,3,8,5,0.1988
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.0,4,4.0,4,63,0,3,6.0,2.0,3,-0.4537,3,8,5,0.019
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,10.0,2,28,1,3,8.0,4.0,3,0.7075,3,8,4,0.1507
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,52.0,3,15.0,2,62,1,3,7.0,3.0,3,-0.4537,3,5,3,0.0482
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,19.0,2,0.0,0,44,0,3,4.0,2.0,3,-1.615,4,6,3,0.187
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,52.0,3,13.390656874745002,2,59,1,3,6.0,2.0,3,1.8688,3,8,3,0.197
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22.0,3,3.0,1,23,0,4,4.0,2.0,1,-0.4537,3,8,5,0.248
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,36.0,3,10.0,3,68,1,4,10.0,1.0,3,-0.4537,3,8,3,0.2365
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,49.0,5,25.0,1,40,1,4,4.0,2.0,3,-0.4537,3,8,3,0.057
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,1,2.0,2,22,1,2,6.0,3.0,3,-2.7762,1,9,3,0.1618
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,36.0,4,14.0,3,63,1,2,6.0,1.0,3,-0.4537,3,8,3,0.3521
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,36.0,4,9.0,1,41,1,3,6.0226271525831,3.0,3,-1.615,4,7,3,0.8597
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,20.0,4,1.0,1,42,1,2,7.0,2.0,3,-0.4537,2,7,5,0.1604
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,58.0,3,30.0,4,63,1,2,4.0,3.0,3,-0.4537,2,7,3,0.1864
